id,name,description,descriptionHTML,mail,website,instagramHandle,facebookHandle,twitterHandle,linkedinHandle,discordLink,telegramLink,youtubeChannel,tiktokHandle,Social,Treffen,Adresse,Anmerkungen
Theaterlabor,Theaterlabor (HSG für forschendes Theater),"Die HSG Theaterlabor experimentiert mit modernen Theaterformen. Dabei fließen einerseits wissenschaftliche Aspekte in die Theaterarbeit ein, andererseits werden wissenschaftliche Inhalte durch das Theater erarbeitet. Das Experimentieren ist dabei nicht auf das Schauspiel beschränkt, sondern findet in allen Abteilungen des klassischen Theaters (Dramaturgie, Schauspiel, Regie, Bühnenbild, ...) statt, auch die wissenschaftliche Auseinandersetzung ist immer multi- und interdisziplinär. Aus der gemeinsamen Ideensammlung, Text- und Inszenierungsarbeit gehen regelmäßig öffentliche Aufführungen und Recherchepräsentationen hervor. Wir sind für alle Ideen offen - schaut gern vorbei!

Solange die Pandemie das Bühnenleben einschränkt, trifft sich unsere SCHREIBWERKSTATT! Offen für alle.
Ihr wollt mal vorbeikommen, reinhören, mitmischen? Schreibt uns gern eine Mail!","<p>Die HSG Theaterlabor experimentiert mit modernen Theaterformen. Dabei fließen einerseits wissenschaftliche Aspekte in die Theaterarbeit ein, andererseits werden wissenschaftliche Inhalte durch das Theater erarbeitet. Das Experimentieren ist dabei nicht auf das Schauspiel beschränkt, sondern findet in allen Abteilungen des klassischen Theaters (Dramaturgie, Schauspiel, Regie, Bühnenbild, …) statt, auch die wissenschaftliche Auseinandersetzung ist immer multi- und interdisziplinär. Aus der gemeinsamen Ideensammlung, Text- und Inszenierungsarbeit gehen regelmäßig öffentliche Aufführungen und Recherchepräsentationen hervor. Wir sind für alle Ideen offen - schaut gern vorbei!</p>
<p>Solange die Pandemie das Bühnenleben einschränkt, trifft sich unsere SCHREIBWERKSTATT! Offen für alle. Ihr wollt mal vorbeikommen, reinhören, mitmischen? Schreibt uns gern eine Mail!</p>
",theaterlabor.hsg@uni-konstanz.de,,https://www.instagram.com/theaterlabor.hsg/,,,,,,,,,"Ihr wollt mal vorbeikommen, reinhören, mitmischen? Schreibt uns gerne eine Mail!",,
Uniradio,Uniradio Konstanz,"Du hörst gerne in deiner Freizeit Podcast und Radio und wolltest schon immer mal wissen, wie alles funktioniert? Du wolltest schon immer mal in einer Aufnahmekabine stehen oder Backstage der Aufnahme den letzten Schliff im Schnitt verleihen?  Dann bist du bei uns genau richtig!

Im Uniradio hast du die Möglichkeit, in einem Podcast von Studierenden für Studierende mitzuwirken und Erfahrungen zu sammeln. Von wöchentlichen Redaktionssitzungen, über die Aufnahme im Studio, bis hin zum Schnitt kannst du alles Schritt für Schritt bei uns erlernen. Wir bieten einen Safe-Space, um sich zu probieren, zu vernetzen und weiterzubilden. ","<p>Du hörst gerne in deiner Freizeit Podcast und Radio und wolltest schon immer mal wissen, wie alles funktioniert? Du wolltest schon immer mal in einer Aufnahmekabine stehen oder Backstage der Aufnahme den letzten Schliff im Schnitt verleihen? Dann bist du bei uns genau richtig!</p>
<p>Im Uniradio hast du die Möglichkeit, in einem Podcast von Studierenden für Studierende mitzuwirken und Erfahrungen zu sammeln. Von wöchentlichen Redaktionssitzungen, über die Aufnahme im Studio, bis hin zum Schnitt kannst du alles Schritt für Schritt bei uns erlernen. Wir bieten einen Safe-Space, um sich zu probieren, zu vernetzen und weiterzubilden.</p>
",uniradio.hsg@uni-konstanz.de,,,,,,,,,,,,,
Zwischenmiete,Zwischenmiete Konstanz,"Die Zwischenmiete richtet sich an literaturinteressierte Studis und die, die es noch werden wollen. Wir organisieren eine Lesereihe mit Nachwuchsautor:innen in lockerer Atmosphäre in Konstanzer WGs. Nach Freiburger Vorbild wird die WG zum öffentlichen Raum und lädt niedrigschwellig auf ein Bier oder eine Limo mit und zu Literatur ein. Dort sind die Autor:innen für einen Abend zur Zwischenmiete zu Gast. In gemeinsamen Schmökerrunden wählen wir die Texte aus, kümmern uns um Veranstaltungsorganisation und Förderanträge.
Klingt spannend? Schreib uns und mach mit!","<p>Die Zwischenmiete richtet sich an literaturinteressierte Studis und die, die es noch werden wollen. Wir organisieren eine Lesereihe mit Nachwuchsautor:innen in lockerer Atmosphäre in Konstanzer WGs. Nach Freiburger Vorbild wird die WG zum öffentlichen Raum und lädt niedrigschwellig auf ein Bier oder eine Limo mit und zu Literatur ein. Dort sind die Autor:innen für einen Abend zur Zwischenmiete zu Gast. In gemeinsamen Schmökerrunden wählen wir die Texte aus, kümmern uns um Veranstaltungsorganisation und Förderanträge. Klingt spannend? Schreib uns und mach mit!</p>
",zwischenmiete.hsg@uni-konstanz.de,http://www.lesereihen.org/organizer/zwischen-miete-konstanz/,https://www.instagram.com/zwischenmiete.konstanz/,,,,,,,,,,,
BigBand,Big Band Uni Konstanz,"Wir bestehen aus circa 20 Musiker\*innen und proben unter der Leitung von Paul Amrod.
Auf Initiative von mehreren Studierenden der Universität Konstanz wurde die Big Band im Jahr 2001 als Hochschulgruppe gegründet. Unser Repertoire ist eine bunte Mischung aus jazzigen Nummern bis hin zu Latin, Funk, Soul und Pop.

Neugierig geworden? Dann besuch doch mal eines unserer Konzerte innerhalb und außerhalb der Uni. Wir freuen uns auf dich!","<p>Wir bestehen aus circa 20 Musiker*innen und proben unter der Leitung von Paul Amrod. Auf Initiative von mehreren Studierenden der Universität Konstanz wurde die Big Band im Jahr 2001 als Hochschulgruppe gegründet. Unser Repertoire ist eine bunte Mischung aus jazzigen Nummern bis hin zu Latin, Funk, Soul und Pop.</p>
<p>Neugierig geworden? Dann besuch doch mal eines unserer Konzerte innerhalb und außerhalb der Uni. Wir freuen uns auf dich!</p>
",bigband@uni-konstanz.de,,,,,,,,,,,,,Disfunktionale Website: https://cms.uni-konstanz.de/fileadmin/archive/bigband/
WindSymphonica,Wind Symphonica (Symphonisches Hochschulblasorchester),Wind Symphonica ist das symphonische Blasorchester der Universität Konstanz. Mit rund 50 Musikerinnen und Musikern und unserem Dirigenten Ralph Brodmann spielen wir zeitgenössische Kompositionen der symphonischen Blasmusik und Adaptionen bekannter Werke für symphonisches Blasorchester. Damit erreichen wir regelmäßig Ober- und Höchststufenniveau.,"<p>Wind Symphonica ist das symphonische Blasorchester der Universität Konstanz. Mit rund 50 Musikerinnen und Musikern und unserem Dirigenten Ralph Brodmann spielen wir zeitgenössische Kompositionen der symphonischen Blasmusik und Adaptionen bekannter Werke für symphonisches Blasorchester. Damit erreichen wir regelmäßig Ober- und Höchststufenniveau.</p>
",wind.symphonica@uni-konstanz.de,https://www.uni-konstanz.de/hsg/windsymphonica/,https://www.instagram.com/windsymphonica,https://www.facebook.com/windsymphonica/,,,,,https://www.youtube.com/@windsymphonica,,,"Wir proben während der Vorlesungszeit montags von 20:00 bis 21:45 Uhr in der Universität Konstanz, Raum K503.",,
dAcchord,Chor d’Acchord,"Wir nennen uns d’Acchord, singen mit Leidenschaft gerne und treffen uns während des Semesters jeweils am Mittwochabend an der Uni Konstanz. Der Kern unserer Idee: Wir sind eine Interessengemeinschaft aus begeisterten Sänger\*innen, die durch die Liebe zur Musik und dem Spaß am Musizieren verbunden und hinsichtlich ihrer Persönlichkeiten, Stimmen und Interessen vielfältig sind. Unser Ziel ist es, regelmäßige und genreübergreifende Konzerte zu veranstalten, die von Klassik bis Pop reichen. Darüber hinaus möchten wir ein Forum für einen freundschaftlichen Austausch schaffen. Gegründet hat sich der Chor im Jahr 2021 unter der Leitung des Musikstudenten Philipp Plaga.","<p>Wir nennen uns d’Acchord, singen mit Leidenschaft gerne und treffen uns während des Semesters jeweils am Mittwochabend an der Uni Konstanz. Der Kern unserer Idee: Wir sind eine Interessengemeinschaft aus begeisterten Sänger*innen, die durch die Liebe zur Musik und dem Spaß am Musizieren verbunden und hinsichtlich ihrer Persönlichkeiten, Stimmen und Interessen vielfältig sind. Unser Ziel ist es, regelmäßige und genreübergreifende Konzerte zu veranstalten, die von Klassik bis Pop reichen. Darüber hinaus möchten wir ein Forum für einen freundschaftlichen Austausch schaffen. Gegründet hat sich der Chor im Jahr 2021 unter der Leitung des Musikstudenten Philipp Plaga.</p>
",dacchord.hsg@uni-konstanz.de,http://www.dacchord-kn.de/,https://www.instagram.com/dacchord_konstanz/,,,,,,,,,,,
ESG,ESG (Evangelische Studierenden- und Hochschulgemeinde Konstanz),"Wir sind Studierende, Studierte und junge Erwachsene und wollen ein Stück Lebensweg gemeinsam gehen. Mitten im Studium, mitten in den Fragen wer wir sind und wohin wir wollen, mitten im Leben mit Gott möchten wir Raum für Begegnungen, für Gespräche und Gemeinschaft bieten.","<p>Wir sind Studierende, Studierte und junge Erwachsene und wollen ein Stück Lebensweg gemeinsam gehen. Mitten im Studium, mitten in den Fragen wer wir sind und wohin wir wollen, mitten im Leben mit Gott möchten wir Raum für Begegnungen, für Gespräche und Gemeinschaft bieten.</p>
",esg@uni-konstanz.de,,,,,,,,,,,,,Website existiert nicht mehr: https://esg-konstanz.jimdo.com/
KHG,KHG (Katholische Hochschulgemeinde),"Wir sind: offen, warmherzig, aus verschiedensten Studiengängen, Konfessionen und Ländern, gläubig bis nicht-religiös, begeistert bis skeptisch. Wir machen: Ausflüge, Spieleabende, Tanzbälle, Essen für Obdachlose, Vorträge, Hüttenwochenenden, Gottesdienste uvm.

Wir suchen: Sinn und Verantwortung im Leben, Gespräche über Gott und die Welt, die Begegnung mit anderen Religionen, die Beziehung zu Gott, Menschen wie dich!","<p>Wir sind: offen, warmherzig, aus verschiedensten Studiengängen, Konfessionen und Ländern, gläubig bis nicht-religiös, begeistert bis skeptisch. Wir machen: Ausflüge, Spieleabende, Tanzbälle, Essen für Obdachlose, Vorträge, Hüttenwochenenden, Gottesdienste uvm.</p>
<p>Wir suchen: Sinn und Verantwortung im Leben, Gespräche über Gott und die Welt, die Begegnung mit anderen Religionen, die Beziehung zu Gott, Menschen wie dich!</p>
",khg@uni-konstanz.de,http://www.khg-konstanz.de/,,,,,,,,,,Jeden Mittwoch ab 19:00 Uhr. Virtuell,,
Muslimische,Muslimische Hochschulgruppe,"Die muslimische Hochschulgruppe Konstanz besteht aus StudentInnen der Universität und der HTWG Konstanz. Die MHG bezweckt die Förderung der Religion und spricht aber selbstverständlich nicht nur Muslime an. Die Veranstaltungen können auch Studierende verschiedenster Religionen besuchen, die sich für das Thema Islam und den muslimischen Glauben interessieren.","<p>Die muslimische Hochschulgruppe Konstanz besteht aus StudentInnen der Universität und der HTWG Konstanz. Die MHG bezweckt die Förderung der Religion und spricht aber selbstverständlich nicht nur Muslime an. Die Veranstaltungen können auch Studierende verschiedenster Religionen besuchen, die sich für das Thema Islam und den muslimischen Glauben interessieren.</p>
",mhg.hsg@uni-konstanz.de,,,,,,,,,,,,,
SMD,SMD Konstanz,"Du bist Christ oder am christlichen Glauben interessiert, aber voller Fragen? Dann ist unsere Hochschulgruppe genau das richtige für dich. Mit dem Motto „denken. glauben. erleben“ möchten wir uns aktiv mit Themen des christlichen Glaubens und der Wissenschaft auseinandersetzten.

Das Wintersemester 22/23 steht unter dem thematischen Dach ""anders leben"". Wir treffen uns momentan jeden Dienstag um 19:30 Uhr in einer großen Gruppe und abgesehen davon auch an unterschiedlichen Tagen in Kleingruppen. Zudem haben wir viele coole Aktionen. Denn neben dem gemeinsamen Denken und Glauben ist ja auch das Erleben Teil unseres Mottos.","<p>Du bist Christ oder am christlichen Glauben interessiert, aber voller Fragen? Dann ist unsere Hochschulgruppe genau das richtige für dich. Mit dem Motto „denken. glauben. erleben“ möchten wir uns aktiv mit Themen des christlichen Glaubens und der Wissenschaft auseinandersetzten.</p>
<p>Das Wintersemester 22/23 steht unter dem thematischen Dach anders leben. Wir treffen uns momentan jeden Dienstag um 19:30 Uhr in einer großen Gruppe und abgesehen davon auch an unterschiedlichen Tagen in Kleingruppen. Zudem haben wir viele coole Aktionen. Denn neben dem gemeinsamen Denken und Glauben ist ja auch das Erleben Teil unseres Mottos.</p>
",kontakt@smd-konstanz.de,http://www.smd-konstanz.de/,,,,,,,,,,"Jeden Dienstag um 19:30 Uhr, Kleingruppen an unterschiedlichen Abenden der Woche",,
CampusGemüse,Campus Gemüse Konstanz,"Wir haben gemeinsam die Möglichkeit, unsere eigen grüne Oase auf einem Flachdach der Uni zu gestalten. Dort pflanzen wir eigenes Gemüse und Kräuter an, die nach der Ernte unter den Gärtner*innen aufgeteilt werden. Finanziert werden Werkzeug und Saatgut durch das StuVe Referat für Nachhaltigkeit, Gleichstellung und Soziales.","<p>Wir haben gemeinsam die Möglichkeit, unsere eigen grüne Oase auf einem Flachdach der Uni zu gestalten. Dort pflanzen wir eigenes Gemüse und Kräuter an, die nach der Ernte unter den Gärtner*innen aufgeteilt werden. Finanziert werden Werkzeug und Saatgut durch das StuVe Referat für Nachhaltigkeit, Gleichstellung und Soziales.</p>
",campusgemuese@uni-konstanz.de,,https://www.instagram.com/Campusgemuesekonstanz,https://www.facebook.com/CampusGemueseKonstanz/,,,,,,,, Im Unigarten auf dem G1 Dach,,
Students4Future,Students For Future Konstanz,"Es kann nicht nur die Aufgabe der Schüler\*innen sein, auf den Straßen für unseren Planeten zu streiken, auch in den Universitäten und an den Hochschulen müssen Studierende zusammenarbeiten und in kleinen Schritten den eigenen Beitrag auf die großen Institutionen übertragen.","<p>Es kann nicht nur die Aufgabe der Schüler*innen sein, auf den Straßen für unseren Planeten zu streiken, auch in den Universitäten und an den Hochschulen müssen Studierende zusammenarbeiten und in kleinen Schritten den eigenen Beitrag auf die großen Institutionen übertragen.</p>
",studentsforfuture.hsg@uni-konstanz.de,,https://www.instagram.com/students4futurekn,https://www.facebook.com/Students4FutureKonstanz/,,,,,,,,,,
Vegane,Vegane HSG,"Du lebst vegan oder interessierst dich für die vegane Lebensweise? Dann bist du bei uns genau richtig. Wir informieren über die vegane Lebensweise, setzen uns für veganes Essen in der Mensa ein und organisieren Kuchenverkäufe zugunsten von Tierrechtsorganisationen und Vorträge rund um das Thema Veganismus.

Aktuell finden unsere Treffen online statt, schreibt uns bei Interesse einfach eine Nachricht auf Facebook oder Instagram und wir lassen euch den Einladungslink zukommen. Auch Neulinge und nicht-vegan lebende Menschen sind bei uns herzlich willkommen.","<p>Du lebst vegan oder interessierst dich für die vegane Lebensweise? Dann bist du bei uns genau richtig. Wir informieren über die vegane Lebensweise, setzen uns für veganes Essen in der Mensa ein und organisieren Kuchenverkäufe zugunsten von Tierrechtsorganisationen und Vorträge rund um das Thema Veganismus.</p>
<p>Aktuell finden unsere Treffen online statt, schreibt uns bei Interesse einfach eine Nachricht auf Facebook oder Instagram und wir lassen euch den Einladungslink zukommen. Auch Neulinge und nicht-vegan lebende Menschen sind bei uns herzlich willkommen.</p>
",vegane.hsg@uni-konstanz.de,,https://www.instagram.com/veganehochschulgruppe.konstanz,https://www.facebook.com/VeganeHochschulgruppeUniKonstanz,,,,,,,,Montags um 19 Uhr im Sol,,
BodenseeConsulting,Bodensee Consulting,"Bodensee Consulting bietet Studierenden aller Fachrichtungen die Möglichkeit, Einblicke in die Tätigkeit als Consultant zu gewinnen. Wir sind mit unseren Workshops, Projekten und Kooperationspartnern die ideale Schnittstelle zwischen Studium und Arbeitswelt. Wir bieten unseren Anwärtern und Mitgliedern jedes Semester eine Vielzahl von kostenlosen Weiterbildungs-Workshops mit namhaften Unternehmensberatungen. Damit hast du die Möglichkeit, deinen Horizont auch außerhalb deines Studiums zu erweitern. Als Anwärter kannst du die in den Workshops erlangten Fähigkeiten direkt in unseren internen Projekten umsetzen und damit sowohl dich als auch den Verein voranbringen. Sobald du Vollmitglied bist, hast du außerdem die Möglichkeit an externen Projekten mitzuwirken und selbst als Junior Consultant beratend tätig zu werden.","<p>Bodensee Consulting bietet Studierenden aller Fachrichtungen die Möglichkeit, Einblicke in die Tätigkeit als Consultant zu gewinnen. Wir sind mit unseren Workshops, Projekten und Kooperationspartnern die ideale Schnittstelle zwischen Studium und Arbeitswelt. Wir bieten unseren Anwärtern und Mitgliedern jedes Semester eine Vielzahl von kostenlosen Weiterbildungs-Workshops mit namhaften Unternehmensberatungen. Damit hast du die Möglichkeit, deinen Horizont auch außerhalb deines Studiums zu erweitern. Als Anwärter kannst du die in den Workshops erlangten Fähigkeiten direkt in unseren internen Projekten umsetzen und damit sowohl dich als auch den Verein voranbringen. Sobald du Vollmitglied bist, hast du außerdem die Möglichkeit an externen Projekten mitzuwirken und selbst als Junior Consultant beratend tätig zu werden.</p>
",bodensee-consulting.hsg@uni-konstanz.de,http://www.bodensee-consulting.org/,,,,,,,,,,,,
BodenseeRacing,Bodensee Racing Team,"Das Bodensee Racing Team (BRT) existiert seit seiner Gründung 2005 als interdisziplinäres Projekt an der HTWG Konstanz. Neben den Studiengängen aus der Fakultät Maschinenbau sind auch die Fakultäten Elektro- und Informationstechnik, Informatik, Architektur und Gestaltung, sowie die Wirtschafts-, Kultur- und Rechtswissenschaften im Team vertreten. Das Bodensee Racing Team bietet jeder Studentin und jedem Student die Möglichkeit, sich einzubringen - unabhängig von der Studienrichtung. Die Aufgabenbereiche reichen von Events über Marketing, Finanzplanung, Buchhaltung, Projektorganisation, Konstruktion, technische Entwicklung und Informatik bis hin zur Teamleitung.

Zudem bieten wir die Möglichkeit, die Teammitgliedschaft mit Studienleistungen zu verbinden, zum Beispiel im Rahmen von fakultätsübergreifenden Kooperationen durch Projekte oder der Zusammenarbeit mit Studiengängen, Bachelor-Thesen oder Studium Generale. Wir freuen uns jederzeit über Deine Initiativbewerbung, egal in welchem Fachbereich Du studierst. Speziell im naturwissenschaftlichen Bereich suchen wir ständig Leute. Es können sich Studierende der HTWG sowie der Uni bei uns bewerben. Da das Bodensee Racing Team seinen Ursprung an der HTWG hat, sind alle Termine und Räumlichkeiten auch an der HTWG. Solltest Du auf der Suche nach einer Projektarbeit sein, kannst Du uns gerne kontaktieren.","<p>Das Bodensee Racing Team (BRT) existiert seit seiner Gründung 2005 als interdisziplinäres Projekt an der HTWG Konstanz. Neben den Studiengängen aus der Fakultät Maschinenbau sind auch die Fakultäten Elektro- und Informationstechnik, Informatik, Architektur und Gestaltung, sowie die Wirtschafts-, Kultur- und Rechtswissenschaften im Team vertreten. Das Bodensee Racing Team bietet jeder Studentin und jedem Student die Möglichkeit, sich einzubringen - unabhängig von der Studienrichtung. Die Aufgabenbereiche reichen von Events über Marketing, Finanzplanung, Buchhaltung, Projektorganisation, Konstruktion, technische Entwicklung und Informatik bis hin zur Teamleitung.</p>
<p>Zudem bieten wir die Möglichkeit, die Teammitgliedschaft mit Studienleistungen zu verbinden, zum Beispiel im Rahmen von fakultätsübergreifenden Kooperationen durch Projekte oder der Zusammenarbeit mit Studiengängen, Bachelor-Thesen oder Studium Generale. Wir freuen uns jederzeit über Deine Initiativbewerbung, egal in welchem Fachbereich Du studierst. Speziell im naturwissenschaftlichen Bereich suchen wir ständig Leute. Es können sich Studierende der HTWG sowie der Uni bei uns bewerben. Da das Bodensee Racing Team seinen Ursprung an der HTWG hat, sind alle Termine und Räumlichkeiten auch an der HTWG. Solltest Du auf der Suche nach einer Projektarbeit sein, kannst Du uns gerne kontaktieren.</p>
",bodensee-racing-team.hsg@uni-konstanz.de,,,,,,,,,,,,,Website erfordert Benutzername und Passwort: http://homepage.brt-konstanz.de/
InvestmentGroup,Investment Group e.V. Konstanz,"- gemeinnütziger, eingetragener Verein und Hochschulgruppe
- Forum für Börseninteressierte
- informiert über Kapitalmärkte
- Vorträge, Exkursionen, Börsenstammtische
- Brücke zwischen Theorie und Praxis
- Förderung von Kontakten zwischen Studierenden und Unternehmen","<ul>
<li>gemeinnütziger, eingetragener Verein und Hochschulgruppe</li>
<li>Forum für Börseninteressierte</li>
<li>informiert über Kapitalmärkte</li>
<li>Vorträge, Exkursionen, Börsenstammtische</li>
<li>Brücke zwischen Theorie und Praxis</li>
<li>Förderung von Kontakten zwischen Studierenden und Unternehmen</li>
</ul>
",investment-group@uni-konstanz.de,http://www.investment-group.org/,,,,,,,,,,"virtuell-Zoom 25.06.,17:00 (Paul Feldhaeuser lädt Sie zu einem geplanten Zoom-Meeting ein.Thema: Investment Group Konstanz e.V.Uhrzeit: 25.Jun.2020 05:00 PM Amsterdam, Berlin, Rom, Stockholm, WienZoom-Meeting beitreten: Passwort: 8G3MGJ)",,
JCF,Jung Chemiker Forum,Das JungChemikerForum (JCF) ist die Organisation der jungen Mitglieder der Gesellschaft Deutscher Chemiker und an zahlreichen Hochschulstandorten vertreten.,"<p>Das JungChemikerForum (JCF) ist die Organisation der jungen Mitglieder der Gesellschaft Deutscher Chemiker und an zahlreichen Hochschulstandorten vertreten.</p>
",jungchemikerforum.hsg@uni-konstanz.de,,,,,,,,,,,,,
jDPG,Junge Deutsche Physikalische Gesellschaft,"Es ist unser Ziel wissenschaftliche Themen insbesondere der Physik im akademischen Umfeld sowie darüber hinaus zu verstehen, zu diskutieren und in die öffentliche Diskussion zu bringen. Dazu planen wir einerseits Veranstaltungen, die Physik über den Hörsaal und das universitäre Umfeld hinaus erlebbar machen und damit in die Gesellschaft tragen sollen, andererseits Veranstaltungen, die eine Veranstaltungen, die eine Vernetzung der Physikstudierenden untereinander sowie mit den Doktorand\*innen und Professor\*innen des Physikfachbereichs in Konstanz fördert. Ein besonderer Fokus liegt hierbei auch auf berufsvorbereitenden Angeboten wie Vorträge ehemaliger Absolvent\*innen über ihren Werdegang und Exkursionen zu physiknahen Unternehmen. Diese richten sich explizit nicht nur an Physikstudierende, sondern sollen auch für andere Interessierte offen sein, um aktive wissenschaftliche Forschungen verständlich zu präsentieren, mögliche Berufswege und Arbeitsgebiete für Physiker\*innen aufzuzeigen und den wissenschaftlichen Austausch zu fördern.

Um diese Ziele zu erreichen, setzen wir uns darüber hinaus für die Vernetzung junger, engagierter Physiker\*innen aller Semester und akademischer Grade ein, sowohl in Konstanz als auch zwischen anderen Standorten in Deutschland.","<p>Es ist unser Ziel wissenschaftliche Themen insbesondere der Physik im akademischen Umfeld sowie darüber hinaus zu verstehen, zu diskutieren und in die öffentliche Diskussion zu bringen. Dazu planen wir einerseits Veranstaltungen, die Physik über den Hörsaal und das universitäre Umfeld hinaus erlebbar machen und damit in die Gesellschaft tragen sollen, andererseits Veranstaltungen, die eine Veranstaltungen, die eine Vernetzung der Physikstudierenden untereinander sowie mit den Doktorand*innen und Professor*innen des Physikfachbereichs in Konstanz fördert. Ein besonderer Fokus liegt hierbei auch auf berufsvorbereitenden Angeboten wie Vorträge ehemaliger Absolvent*innen über ihren Werdegang und Exkursionen zu physiknahen Unternehmen. Diese richten sich explizit nicht nur an Physikstudierende, sondern sollen auch für andere Interessierte offen sein, um aktive wissenschaftliche Forschungen verständlich zu präsentieren, mögliche Berufswege und Arbeitsgebiete für Physiker*innen aufzuzeigen und den wissenschaftlichen Austausch zu fördern.</p>
<p>Um diese Ziele zu erreichen, setzen wir uns darüber hinaus für die Vernetzung junger, engagierter Physiker*innen aller Semester und akademischer Grade ein, sowohl in Konstanz als auch zwischen anderen Standorten in Deutschland.</p>
",jdpg.hsg@uni-konstanz.de,http://www.dpg-physik.de/vereinigungen/fachuebergreifend/ak/akjdpg/regional/rg-konstanz,,,,,,,,,,,,
LEO,LEO Club Konstanz,"Gemeinsam Gutes tun - so könnte man wohl die Leos in drei Worten beschreiben. Leo ist die Jugendorganisation von Lions Clubs International, in der sich junge Menschen zwischen 16 und 31 Jahren unter dem Motto „We serve“ engagieren. 

Aber Leo ist eben nicht nur Ehrenamt. Auch auf Gemeinschaft und persönliche Entwicklung legen wir viel Wert. Bei uns lernst Du engagierte Menschen kennen, Freundschaften entstehen und Du wirst Teil eines Netzwerks, welches es Dir ermöglicht, überall Anlauf zu finden. Und das nicht nur in Deutschland. Leos gibt es auf der ganzen Welt - aktuell knapp 170.000 Leos in 150 Ländern. In anderen Worten: Austausch, Kontakte und Freunde von Berlin über Tokio bis Chicago - wir überschreiten Grenzen und entdecken neue Horizonte.

Das Akronym LEO steht für Leadership - Experience - Opportunity. Denn bei Leo lernst Du Verantwortung zu übernehmen, mit Herausforderungen umzugehen und Du lernst fürs Leben!","<p>Gemeinsam Gutes tun - so könnte man wohl die Leos in drei Worten beschreiben. Leo ist die Jugendorganisation von Lions Clubs International, in der sich junge Menschen zwischen 16 und 31 Jahren unter dem Motto „We serve“ engagieren.</p>
<p>Aber Leo ist eben nicht nur Ehrenamt. Auch auf Gemeinschaft und persönliche Entwicklung legen wir viel Wert. Bei uns lernst Du engagierte Menschen kennen, Freundschaften entstehen und Du wirst Teil eines Netzwerks, welches es Dir ermöglicht, überall Anlauf zu finden. Und das nicht nur in Deutschland. Leos gibt es auf der ganzen Welt - aktuell knapp 170.000 Leos in 150 Ländern. In anderen Worten: Austausch, Kontakte und Freunde von Berlin über Tokio bis Chicago - wir überschreiten Grenzen und entdecken neue Horizonte.</p>
<p>Das Akronym LEO steht für Leadership - Experience - Opportunity. Denn bei Leo lernst Du Verantwortung zu übernehmen, mit Herausforderungen umzugehen und Du lernst fürs Leben!</p>
",leo@uni-konstanz.de,https://konstanz-bodensee.leo-clubs.de/,,,,,,,,,,,,Alternative Email: praesident@leo-konstanz.de
PhiDeltaPhi,Phi Delta Phi (Udo Di Fabio Inn Konstanz),"Die griechischen Buchstaben unserer Vereinigung stehen für das Motto „Philous Dikaiooi Philosophoi“ („Friends of Justice and Wisdom“), welches sowohl in unserer Geschichte als auch in unserem Leitbild verankert ist.
Am 13. Dezember 1869 wurde Phi Delta Phi von vier Studenten an der Universität von Michigan gegründet und umfasst heute um die 200 Inns (Hochschulgruppen) weltweit. Wir sind eine internationale Juristenvereinigung in der Form einer Legal Honor Society und zudem die älteste, noch bestehende, Organisation von Juristinnen und Juristen in den USA. Dabei befinden sich alle Inns, sowohl im europäischen als auch amerikanischen Raum, im engen Austausch. Getreu der Farben unserer Vereinigung (rot, blau und gold), welche Mut, Treue und Würde repräsentieren, streben wir danach, die „professional ethics“ einzuhalten, die seit 1869 nicht nur Teil unserer Tradition, sondern auch unseres gemeinsamen Leitbildes sind. Von ihrer Ausrichtung her ist die Juristenorganisation Phi Delta Phi unpolitisch und nicht religiös.

Die deutschen Inns haben dabei keine Gemeinsamkeit mit einer deutschen Studentenverbindung oder einer amerikanischen College-Fraternity. Vielmehr stehen die stetige Weiterbildung und der Dienst an der Gemeinschaft im Fokus unserer Aktivitäten. Darüber hinaus steht unseren Mitgliedern ein exklusives Netzwerk zur Verfügung, das den nationalen und internationalen Austausch fördert.","<p>Die griechischen Buchstaben unserer Vereinigung stehen für das Motto „Philous Dikaiooi Philosophoi“ („Friends of Justice and Wisdom“), welches sowohl in unserer Geschichte als auch in unserem Leitbild verankert ist. Am 13. Dezember 1869 wurde Phi Delta Phi von vier Studenten an der Universität von Michigan gegründet und umfasst heute um die 200 Inns (Hochschulgruppen) weltweit. Wir sind eine internationale Juristenvereinigung in der Form einer Legal Honor Society und zudem die älteste, noch bestehende, Organisation von Juristinnen und Juristen in den USA. Dabei befinden sich alle Inns, sowohl im europäischen als auch amerikanischen Raum, im engen Austausch. Getreu der Farben unserer Vereinigung (rot, blau und gold), welche Mut, Treue und Würde repräsentieren, streben wir danach, die „professional ethics“ einzuhalten, die seit 1869 nicht nur Teil unserer Tradition, sondern auch unseres gemeinsamen Leitbildes sind. Von ihrer Ausrichtung her ist die Juristenorganisation Phi Delta Phi unpolitisch und nicht religiös.</p>
<p>Die deutschen Inns haben dabei keine Gemeinsamkeit mit einer deutschen Studentenverbindung oder einer amerikanischen College-Fraternity. Vielmehr stehen die stetige Weiterbildung und der Dienst an der Gemeinschaft im Fokus unserer Aktivitäten. Darüber hinaus steht unseren Mitgliedern ein exklusives Netzwerk zur Verfügung, das den nationalen und internationalen Austausch fördert.</p>
",phideltaphi.hsg@uni-konstanz.de,https://phideltaphikonstanz.de/,,,,,,,,,,,,
